Habitat,Location,Latitude,Longitude,Year,Reference
Oyster Reefs,northern Gulf of Mexico,29.851865,-88.230868,2009,"La Peyre M, Furlong J, Brown LA, Piazza BP, Brown K (2014) Oyster reef restoration in the northern Gulf of Mexico: Extent, methods and outcomes. Ocean Coastal Manage 89:20-28"
Oyster Reefs,"Vermilion Bay, Louisiana",29.771865,-92.007113,2010,"La Peyre M, Schwarting L, Miller S (2013) Baseline data for evaluating development trajectory and provision of ecosystem services of created fringing oyster reefs in Vermilion Bay, Louisiana: U.S. Geological Survey Open-File Report 2013–1053."
Oyster Reefs,NA,51.476235,-0.716107,1960,"Laing I, Walker P, Areal F (2006) Return of the native – is European oyster (Ostrea edulis) stock restoration in the UK feasible? Aquat Living Resour 19:283–287"
Oyster Reefs,"Chesapeake Bay, Virginia",37.30404,-77.185645,2002,"Mann R, Powell EN (2007) Why oyster restoration goals in the Chesapeake Bay are not and probably cannot be achieved. J Shellfish Res 26:905-917"
Oyster Reefs,"Chesapeake Bay, Virginia",37.30404,-77.185645,2005,"North EW, King DM, Xu J, Hood RR, Newell RIE, Paynter K, Kellogg ML, Liddel MK, Boesch DF (2010) Linking optimization and ecological models in a decision support tool for oyster restoration and management. Ecol Appl 20:851-866"
Oyster Reefs,Louisiana,29.429069,-91.617683,2014,"Ortego, Tyler (2014) President and Principal Engineer, ORA Estuaries, ORA Technologies, LLC. Personal communication with UQ Staff. September 3, 2014."
Oyster Reefs,"Sister (Caillou) Lake in the Terrebonne basin, Terrebonne Parish, Louisiana",29.236224,-90.915668,2002,"Piazza B, Banks P, Peyre M La (2005) The potential for created oyster shell reefs as a sustainable shoreline protection strategy in Louisiana. Restor Ecol 13:499–506"
Oyster Reefs,"Bogue Sound, North Carolina",34.71326,-76.851723,2002,"Powers S, Peterson C, Grabowski J, Lenihan H (2009) Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration. Mar Ecol Prog Ser 389:159–170"
Oyster Reefs,"Bird Shoals, Back Sound, North Carolina",34.708035,-76.658902,2002,"Powers S, Peterson C, Grabowski J, Lenihan H (2009) Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration. Mar Ecol Prog Ser 389:159–170"
Oyster Reefs,"Middle Marsh I, Back Sound, North Carolina",34.69349,-76.608927,2002,"Powers S, Peterson C, Grabowski J, Lenihan H (2009) Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration. Mar Ecol Prog Ser 389:159–170"
Oyster Reefs,"Middle Marsh II, Back Sound, North Carolina",34.69349,-76.608927,2002,"Powers S, Peterson C, Grabowski J, Lenihan H (2009) Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration. Mar Ecol Prog Ser 389:159–170"
Oyster Reefs,"Neuse River shallow, North Carolina",34.975635,-76.909157,2002,"Powers S, Peterson C, Grabowski J, Lenihan H (2009) Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration. Mar Ecol Prog Ser 389:159–170"
Oyster Reefs,"Neuse River mid-depth, North Carolina",34.981519,-76.903456,2002,"Powers S, Peterson C, Grabowski J, Lenihan H (2009) Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration. Mar Ecol Prog Ser 389:159–170"
Oyster Reefs,"Neuse River deep, North Carolina",34.992821,-76.899234,2002,"Powers S, Peterson C, Grabowski J, Lenihan H (2009) Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration. Mar Ecol Prog Ser 389:159–170"
Oyster Reefs,"West Bay, Pamlico Sound North Carolina",35.338357,-76.461153,2002,"Powers S, Peterson C, Grabowski J, Lenihan H (2009) Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration. Mar Ecol Prog Ser 389:159–170"
Oyster Reefs,"Deep Bay, Pamlico Sound, North Carolina",35.174288,-76.548751,2002,"Powers S, Peterson C, Grabowski J, Lenihan H (2009) Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration. Mar Ecol Prog Ser 389:159–170"
Oyster Reefs,"Crab Hole, Pamlico Sound, North Carolina",35.174288,-76.548751,2002,"Powers S, Peterson C, Grabowski J, Lenihan H (2009) Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration. Mar Ecol Prog Ser 389:159–170"
Oyster Reefs,"Wanchese, Croatan Sound, North Carolina",35.841486,-75.665182,2002,"Powers S, Peterson C, Grabowski J, Lenihan H (2009) Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration. Mar Ecol Prog Ser 389:159–170"
Oyster Reefs,"Keyport Harbor, Raritab Bay, New Jersey",40.442816,-74.203601,2009,"Ravit B, Comi M, Mans D, Lynn C, Steimle F, Walsh S, Miskewitz R, Quierolo S (2012) Eastern oysters (Crassostrea virginica) in the Hudson-Raritan Estuary: Restoration research and shellfishery policy. Environ Pract 14:110-129"
Oyster Reefs,"Gardens in Fenwick Island (Little Assawoman Bay), Dalaware",38.475157,-75.065608,2006,"Rossi-Snook K, Ozbay G, Marenghi F (2010) Oyster (Crassostrea virginica) gardening program for restoration in Delaware's Inland Bays, USA. Aquac Int 18:61-67"
Oyster Reefs,"Rehoboth, Dalaware",38.720093,-75.071414,2006,"Rossi-Snook K, Ozbay G, Marenghi F (2010) Oyster (Crassostrea virginica) gardening program for restoration in Delaware's Inland Bays, USA. Aquac Int 18:61-67"
Oyster Reefs,"South Bethany, Dalaware",38.514406,-75.051832,2006,"Rossi-Snook K, Ozbay G, Marenghi F (2010) Oyster (Crassostrea virginica) gardening program for restoration in Delaware's Inland Bays, USA. Aquac Int 18:61-67"
Oyster Reefs,"Great Wicomico River, Chesapeake Bay",37.824907,-76.302495,2004,"Schulte D, Burke R, Lipcius R (2009) Unprecedented restoration of a native oyster metapopulation. Science 325:1124–1128"
Oyster Reefs,"Delaware Bay, New Jersey-Delaware",39.111688,-75.214165,2005,"Society for Ecological Restoration. 2007. USA: New Jersey-Delaware: Delaware Bay Oyster Restoration Project. Available at: http://www.globalrestorationnetwork.org/database/case-study/?id=82; Partnership for the Delaware Estuary, http://www.delawareestuary.org/onthegroundactivities/oysterrevitalization.asp"
Oyster Reefs,Mississipi,30.359049,-89.026705,2007,"Stokes S, Wunderink S, Lowe M, Gereffi G (2012) Restoring Gulf oyster reefs - Opportunities for innovation. Center on Globalization, Governance & Competitiveness, Duke University"
Oyster Reefs,Gulf area,30.359049,-89.026705,2007,"Stokes S, Wunderink S, Lowe M, Gereffi G (2012) Restoring Gulf oyster reefs - Opportunities for innovation. Center on Globalization, Governance & Competitiveness, Duke University"
Oyster Reefs,"Drayton Harbour, Blaine",48.978051,-122.760834,2004,"Wellman K (2009) Benefits and costs of shellfish production and restoration. In: Coastal and Estuarine Research Federation 20th Biennial Conference. Portland, Oregon"
Oyster Reefs,"Floyd Bennett Field, Jamaica Bay, New York",40.5868,-73.886487,2003,"Zarnoch CB, Schreibman MP (2012) Growth and reproduction of eastern oysters, Crassostrea virginica, in a New York City estuary: Implications for restoration. Urban Habitats 7"
Oyster Reefs,"Bergen Basin, Jamaica Bay, New York",40.5868,-73.886487,2003,"Zarnoch CB, Schreibman MP (2012) Growth and reproduction of eastern oysters, Crassostrea virginica, in a New York City estuary: Implications for restoration. Urban Habitats 7"
Oyster Reefs,"Copano Bay, Texas",28.117291,-97.07987,2011,"Blomberg, B. N., Palmer, T. A., Montagna, P. A., & Pollack, J. B. (2018). Habitat assessment of a restored oyster reef in South Texas. Ecological engineering, 122, 48-61."
Oyster Reefs,"Aransas Bay, Texas, USA",28.05,-96.983333,2013,"Graham, P. M., Palmer, T. A., & Beseres Pollack, J. , Oyster reef restoration: substrate suitability may depend on specific restoration goals. Restoration ecology, 25(3), 459-470."
Oyster Reefs,"Back Sound and the North River Estuary, North Carolina",34.7,-76.616667,2012,"Ridge, J. T., Rodriguez, A. B., & Fodrie, F. J., Oyster reef restoration: substrate suitability may depend on specific restoration goals. Restoration ecology, 25(3), 459-470."
Oyster Reefs,"Ninigret Pond, Rhode Island, USA",41.3450889,-71.688056,2010,"Humphries, A. T., Ayvazian, S. G., Carey, J. C., Hancock, B. T., Grabbert, S., Cobb, D., ... & Fulweiler, R. W., Directly measured denitrification reveals oyster aquaculture and restored oyster reefs remove nitrogen at comparable high rates. Frontiers in Marine Science, 3, 74."
Oyster Reefs,"North Carolina, Middle Marsh between Beaufort and Shackleford Banks",34.6833333,-76.616667,1997,"Smyth, A. R., Piehler, M. F., & Grabowski, J. H, Habitat context influences nitrogen removal by restored oyster reefs. Journal of Applied Ecology, 52(3), 716-725."
Oyster Reefs,"North Carolina, Middle Marsh between Beaufort and Shackleford Banks",34.6833333,-76.616667,1997,"Smyth, A. R., Piehler, M. F., & Grabowski, J. H, Habitat context influences nitrogen removal by restored oyster reefs. Journal of Applied Ecology, 52(3), 716-725."
Oyster Reefs,"North Carolina, Middle Marsh between Beaufort and Shackleford Banks",34.6833333,-76.616667,1997,"Smyth, A. R., Piehler, M. F., & Grabowski, J. H, Habitat context influences nitrogen removal by restored oyster reefs. Journal of Applied Ecology, 52(3), 716-725."
Oyster Reefs,"North Carolina, Middle Marsh between Beaufort and Shackleford Banks",34.6833333,-76.6,1997,"Smyth, A. R., Piehler, M. F., & Grabowski, J. H, Habitat context influences nitrogen removal by restored oyster reefs. Journal of Applied Ecology, 52(3), 716-725."
Oyster Reefs,"North Carolina, Middle Marsh between Beaufort and Shackleford Banks",34.6833333,-76.6,1997,"Smyth, A. R., Piehler, M. F., & Grabowski, J. H, Habitat context influences nitrogen removal by restored oyster reefs. Journal of Applied Ecology, 52(3), 716-725."
Oyster Reefs,"North Carolina, Middle Marsh between Beaufort and Shackleford Banks",34.6833333,-76.616667,1997,"Smyth, A. R., Piehler, M. F., & Grabowski, J. H, Habitat context influences nitrogen removal by restored oyster reefs. Journal of Applied Ecology, 52(3), 716-725."
Oyster Reefs,"North Carolina, Middle Marsh between Beaufort and Shackleford Banks",34.6833333,-76.6,1997,"Smyth, A. R., Piehler, M. F., & Grabowski, J. H, Habitat context influences nitrogen removal by restored oyster reefs. Journal of Applied Ecology, 52(3), 716-725."
Oyster Reefs,"North Carolina, Middle Marsh between Beaufort and Shackleford Banks",34.6666667,-76.6,1997,"Smyth, A. R., Piehler, M. F., & Grabowski, J. H, Habitat context influences nitrogen removal by restored oyster reefs. Journal of Applied Ecology, 52(3), 716-725."
Oyster Reefs,"North Carolina, Middle Marsh between Beaufort and Shackleford Banks",34.6666667,-76.6,1997,"Smyth, A. R., Piehler, M. F., & Grabowski, J. H, Habitat context influences nitrogen removal by restored oyster reefs. Journal of Applied Ecology, 52(3), 716-725."
Oyster Reefs,"St. Charles Bay, Texas, USA",28.1833333,-96.933333,2010,"George, L. M., De Santiago, K., Palmer, T. A., & Pollack, J. B. , Oyster reef restoration: effect of alternative substrates on oyster recruitment and nekton habitat use. Journal of coastal conservation, 19(1), 13-22."
Oyster Reefs,"Sister Lake, Lousiana",29.2333333,-90.9,2009,"La Peyre, M. K., Serra, K., Joyner, T. A., & Humphries, A., Assessing shoreline exposure and oyster habitat suitability maximizes potential success for sustainable shoreline protection using restored oyster reefs. PeerJ, 3, e1317."
Oyster Reefs,"Vermilion,Louisiana",29.5833333,-92.016667,2010,"La Peyre, M. K., Serra, K., Joyner, T. A., & Humphries, A., Assessing shoreline exposure and oyster habitat suitability maximizes potential success for sustainable shoreline protection using restored oyster reefs. PeerJ, 3, e1317."
Oyster Reefs,"Grand Isle, Louisiana",29.25,-96.933333,2011,"La Peyre, M. K., Serra, K., Joyner, T. A., & Humphries, A., Assessing shoreline exposure and oyster habitat suitability maximizes potential success for sustainable shoreline protection using restored oyster reefs. PeerJ, 3, e1317."
Oyster Reefs,"Lake Eloi, Louisiana",29.75,-89.383333,2012,"La Peyre, M. K., Serra, K., Joyner, T. A., & Humphries, A., Assessing shoreline exposure and oyster habitat suitability maximizes potential success for sustainable shoreline protection using restored oyster reefs. PeerJ, 3, e1317."
Oyster Reefs,"Lake Fortuna, Louisiana",29.6833333,-89.483333,2012,"La Peyre, M. K., Serra, K., Joyner, T. A., & Humphries, A., Assessing shoreline exposure and oyster habitat suitability maximizes potential success for sustainable shoreline protection using restored oyster reefs. PeerJ, 3, e1317."
Oyster Reefs,"Lynnhaven River subestuary, Virginia",36.9,-76.083333,2010,"Lipcius, R. N., Burke, R. P., McCulloch, D. N., Schreiber, S. J., Schulte, D. M., Seitz, R. D., & Shen, J., Overcoming restoration paradigms: Value of the historical record and metapopulation dynamics in native oyster restoration. Frontiers in Marine Science, 2, 65."
Oyster Reefs,Alabama,30.25,-87.85,2004,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Alabama,30.2666667,-88.083333,2004,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Alabama,30.3,-88.1,2004,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Alabama,30.3333333,-88.116667,2010,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Alabama,30.3333333,-88.25,2010,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Alabama,30.3333333,-88.116667,2010,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Alabama,30.3333333,-88.25,2010,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Alabama,30.3333333,-88.116667,2011,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Alabama,30.3333333,-88.25,2010,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Alabama,30.3166667,-87.816667,1996,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Alabama,30.4,-88.066667,2003,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Alabama,30.5166667,-88.033333,2000,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Louisiana,29,-90,2002,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Louisiana,29.1,-90.633333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Louisiana,30.05,-89.983333,2001,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Louisiana,30.0833333,-90.2,2003,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Louisiana,30.0833333,-90.2,2003,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Louisiana,30.0833333,-90.2,2003,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Louisiana,30.1166667,-90.066667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Louisiana,30.1333333,-90.316667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Louisiana,30.2166667,-89.933333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Louisiana,30.2666667,-90.05,2004,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Louisiana,30.3,-90.15,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3,-89.283333,2007,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3333333,-89.283333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.2666667,-89.366667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3666667,-89.033333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.35,-89.066667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.35,-89.083333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.35,-89.083333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3666667,-89.05,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3166667,-89.183333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.2666667,-88.35,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.2666667,-89.35,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3666667,-88.916667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.35,-88.816667,2010,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.2833333,-89.35,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.2833333,-88.583333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.2833333,-89.316667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3,-89.316667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3,-89.233333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3,-89.3,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3166667,-89.216667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3166667,-89.2,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3166667,-88.716667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3166667,-89.183333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3333333,-88.533333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3333333,-89.283333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3333333,-89.316667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3333333,-88.533333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3333333,-89.133333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3333333,-89.133333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3333333,-89.133333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.3333333,-88.666667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.35,-89.116667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.35,-88.766667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.35,-88.75,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.35,-89.083333,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.35,-89.1,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
Oyster Reefs,Mississippi,30.35,-88.866667,2009,"La Peyre, M., Furlong, J., Brown, L. A., Piazza, B. P., & Brown, K. (2014). Oyster reef restoration in the northern Gulf of Mexico: extent, methods and outcomes. Ocean & Coastal Management, 89, 20-28."
